timestamp,open,high,low,close,volume
1578038400,113.8,115.4,113.8,115.4,1.1027
1578042000,118.46,118.46,118.46,118.46,0.5
1578045600,118.06,118.06,118.02,118.02,1.33288
1578049200,118.4,118.4,118.4,118.4,0.08539
1578052800,118.4,118.4,118.4,118.4,0.0
1578056400,118.65,118.65,118.4,118.4,36.26909
1578060000,118.4,118.4,118.4,118.4,0.0
1578063600,117.65,117.65,117.59,117.59,0.28882
1578067200,117.59,117.59,117.59,117.59,0.0
1578070800,119.59,119.59,119.25,119.25,6.71017
1578074400,119.67,119.67,119.65,119.65,0.95827
1578078000,119.05,119.63,119.05,119.63,1.2759
1578081600,119.63,119.63,119.63,119.63,0.0
1578085200,119.63,119.63,119.63,119.63,0.0
1578088800,119.63,119.63,119.63,119.63,0.0
1578092400,119.3,120.0,119.3,120.0,2.2571
1578096000,120.0,120.0,119.8,119.8,8.43101
1578099600,119.68,119.68,119.68,119.68,0.23889
1578103200,119.68,119.68,119.68,119.68,0.0
1578106800,119.68,119.68,119.68,119.68,0.0
1578110400,119.31,119.31,119.31,119.31,0.09057
1578114000,119.68,119.68,119.68,119.68,0.2229
1578117600,119.64,119.64,119.64,119.64,0.1
1578121200,119.64,119.64,119.64,119.64,0.0
1578124800,119.64,119.64,119.64,119.64,0.0
1578128400,119.76,119.76,119.64,119.64,9.50397
1578132000,119.64,119.64,119.64,119.64,0.0
1578135600,119.64,119.64,119.64,119.64,0.0
1578139200,119.4,119.59,119.29,119.29,2.09779
1578142800,119.29,119.29,119.29,119.29,0.0
1578146400,119.29,119.29,119.29,119.29,0.0
1578150000,119.29,119.29,119.29,119.29,0.0
1578153600,119.29,119.29,119.29,119.29,0.82898
1578157200,119.29,119.29,119.29,119.29,0.0
1578160800,120.39,120.39,120.39,120.39,0.3
1578164400,120.39,120.39,120.39,120.39,0.0
1578168000,120.39,120.39,120.39,120.39,0.0
1578171600,120.39,120.39,120.39,120.39,0.0
1578175200,120.39,120.39,120.39,120.39,0.0
1578178800,120.39,120.39,120.39,120.39,0.0
1578182400,120.39,120.52,120.39,120.52,1.38915
1578186000,120.5,120.97,120.5,120.97,0.281
1578189600,120.97,120.97,120.97,120.97,0.0
1578193200,120.97,120.97,120.97,120.97,0.0
1578196800,122.0,122.0,122.0,122.0,0.61794
1578200400,122.0,122.0,122.0,122.0,0.0
1578204000,122.0,122.0,122.0,122.0,0.0
1578207600,122.0,122.0,122.0,122.0,0.0
1578211200,122.0,122.0,122.0,122.0,0.0
1578214800,122.0,122.0,122.0,122.0,0.0
1578218400,122.0,122.0,122.0,122.0,0.0
1578222000,122.0,122.0,122.0,122.0,0.0
1578225600,122.0,122.0,122.0,122.0,0.0
1578229200,122.0,122.0,122.0,122.0,0.0
1578232800,122.0,122.0,122.0,122.0,0.0
1578236400,122.0,122.59,122.0,122.52,1.08685
1578240000,122.52,122.52,122.52,122.52,0.0
1578243600,123.0,123.15,123.0,123.15,0.24065
1578247200,123.0,123.14,123.0,123.14,1.41004
1578250800,123.54,123.54,123.54,123.54,2.21263
