trial,pnl,maxdd,pnl_dd,trades,position_pct,max_concurrent,buy_cooldown,volatility_gate,rsi_buy,take_profit,trailing_stop,stop_loss,sell_cooldown,time_in_market,time_flat,win_rate,avg_trade_ret,blocks_traded
0,-21.924088701210053,0.04149011198557073,-20.559639358117867,987,0.06359949021420037,1,12,0.8611934355709661,36,0.016919040167104604,0.010911567216908221,0.05715625798103982,7,0.22724014336917564,0.7727598566308244,0.44064386317907445,-0.0006669749374181238,31
