block_id,samples,mean_p0,mean_p1,mean_p2,purity0,purity1,purity2,pure_regime,purity,win_candles,stride
25,57,0.5775728947671879,4.1290040694609944e-11,0.42242710519152227,0.5789473684210527,0.0,0.42105263157894735,0,0.5789473684210527,168,6
26,57,0.5670320115086758,4.920928872785592e-12,0.4329679884864034,0.5789473684210527,0.0,0.42105263157894735,0,0.5789473684210527,168,6
27,57,0.9838105843595424,5.317216267488262e-16,0.016189415640457207,0.9824561403508771,0.0,0.017543859649122806,0,0.9824561403508771,168,6
28,57,0.3163369045755401,0.5613721759088632,0.12229091951559677,0.3157894736842105,0.5614035087719298,0.12280701754385964,1,0.5614035087719298,168,6
29,57,0.906949359530039,8.415047927044404e-13,0.09305064046911958,0.9122807017543859,0.0,0.08771929824561403,0,0.9122807017543859,168,6
30,57,4.921189244750986e-10,9.452055230321765e-09,0.9999999900558258,0.0,0.0,1.0,2,1.0,168,6
31,57,0.7346752763336597,7.39342423113017e-11,0.26532472359240616,0.7192982456140351,0.0,0.2807017543859649,0,0.7192982456140351,168,6
32,57,0.6076983821693438,2.5072130214651333e-06,0.3922991106176346,0.5964912280701754,0.0,0.40350877192982454,0,0.5964912280701754,168,6
33,57,0.4224565762177858,6.251714791886505e-16,0.5775434237822136,0.42105263157894735,0.0,0.5789473684210527,2,0.5789473684210527,168,6
34,57,0.9870937672862021,2.2488986659711134e-16,0.012906232713797698,1.0,0.0,0.0,0,1.0,168,6
35,57,0.8545497730350102,6.321434389061418e-09,0.1454502206435553,0.8596491228070176,0.0,0.14035087719298245,0,0.8596491228070176,168,6
36,57,0.01995272803821207,7.990834535233576e-10,0.9800472711627046,0.017543859649122806,0.0,0.9824561403508771,2,0.9824561403508771,168,6
37,57,0.5142349221250566,8.307384431710698e-19,0.48576507787494333,0.5087719298245614,0.0,0.49122807017543857,0,0.5087719298245614,168,6
38,57,0.9956205825884379,6.5662778696732935e-12,0.004379417404996424,1.0,0.0,0.0,0,1.0,168,6
39,57,0.5633202912480411,2.6739055085889278e-12,0.4366797087492849,0.5614035087719298,0.0,0.43859649122807015,0,0.5614035087719298,168,6
40,57,0.07088622875787388,6.596107900591993e-10,0.9291137705825152,0.07017543859649122,0.0,0.9298245614035088,2,0.9298245614035088,168,6
41,57,0.2236296547608777,5.956695856321118e-11,0.7763703451795554,0.21052631578947367,0.0,0.7894736842105263,2,0.7894736842105263,168,6
42,57,0.9419381887685627,7.671046266590649e-10,0.05806181046433295,0.9473684210526315,0.0,0.05263157894736842,0,0.9473684210526315,168,6
43,57,0.2940562440010552,5.955860156419254e-14,0.7059437559988853,0.2807017543859649,0.0,0.7192982456140351,2,0.7192982456140351,168,6
44,57,0.03677315506887166,5.570254899443802e-09,0.9632268393608734,0.017543859649122806,0.0,0.9824561403508771,2,0.9824561403508771,168,6
45,57,0.82187069969932,2.2781486242817372e-14,0.17812930030065727,0.8245614035087719,0.0,0.17543859649122806,0,0.8245614035087719,168,6
46,57,0.6636341698207743,3.0478130338264764e-10,0.3363658298744444,0.6666666666666666,0.0,0.3333333333333333,0,0.6666666666666666,168,6
47,57,0.9443860752580137,6.284269830537176e-17,0.0556139247419864,0.9649122807017544,0.0,0.03508771929824561,0,0.9649122807017544,168,6
48,57,0.42994605445984957,5.739952592778553e-10,0.5700539449661552,0.42105263157894735,0.0,0.5789473684210527,2,0.5789473684210527,168,6
49,57,0.7669737395461984,0.023131518614069597,0.2098947418397319,0.7719298245614035,0.0,0.22807017543859648,0,0.7719298245614035,168,6
50,57,0.8739676615190465,1.442421636236483e-14,0.12603233848093928,0.8771929824561403,0.0,0.12280701754385964,0,0.8771929824561403,168,6
51,57,0.6064123307244842,2.2303148731295583e-16,0.39358766927551564,0.6140350877192983,0.0,0.38596491228070173,0,0.6140350877192983,168,6
52,57,0.26012960357471665,3.4415215687929955e-14,0.7398703964252491,0.2631578947368421,0.0,0.7368421052631579,2,0.7368421052631579,168,6
53,57,0.849159019291391,2.154984424167036e-12,0.15084098070645363,0.8245614035087719,0.0,0.17543859649122806,0,0.8245614035087719,168,6
54,57,0.49190880357817673,1.158025008107222e-12,0.5080911964206651,0.5087719298245614,0.0,0.49122807017543857,0,0.5087719298245614,168,6
55,57,0.9262896874270082,0.0003478005868404882,0.07336251198615129,0.9298245614035088,0.0,0.07017543859649122,0,0.9298245614035088,168,6
56,57,0.6233357681818342,0.32203777224809754,0.05462645957006828,0.631578947368421,0.2982456140350877,0.07017543859649122,0,0.631578947368421,168,6
57,57,0.7509641604373466,1.567406384202457e-10,0.24903583940591287,0.7543859649122807,0.0,0.24561403508771928,0,0.7543859649122807,168,6
58,57,0.6084383661485793,1.2085515502227863e-16,0.3915616338514205,0.5964912280701754,0.0,0.40350877192982454,0,0.5964912280701754,168,6
59,57,0.7579701270518931,3.78387040856791e-15,0.24202987294810294,0.7368421052631579,0.0,0.2631578947368421,0,0.7368421052631579,168,6
60,57,0.46586667723147096,1.498546197554598e-13,0.5341333227683794,0.47368421052631576,0.0,0.5263157894736842,2,0.5263157894736842,168,6
