block_id,samples,mean_p0,mean_p1,mean_p2,purity0,purity1,purity2,pure_regime,purity,win_candles,stride
163,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
164,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
165,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
166,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
167,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
168,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
169,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
170,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
171,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
172,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
173,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
174,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
175,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
176,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
177,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
178,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
179,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
180,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
181,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
182,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
183,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
184,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
185,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
186,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
187,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
188,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
189,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
190,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
191,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
192,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
193,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
194,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
195,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
196,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
197,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
198,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
199,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
200,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
201,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
202,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
203,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
204,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
205,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
206,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
207,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
208,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
209,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
210,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
211,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
212,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
213,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
214,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
215,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
216,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
217,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
218,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
219,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
220,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
221,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
222,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
223,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
224,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
225,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
226,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
227,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
228,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
229,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
230,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
231,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
232,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
233,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
234,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
235,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
236,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
237,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
238,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
239,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
240,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
241,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
242,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
243,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
244,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
245,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
246,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
247,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
248,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
249,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
250,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
251,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
252,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
253,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
254,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
255,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
256,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
257,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
258,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
259,0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,168,6
