ledger,window,trial,score,buy_cooldown,sell_cooldown,maturity_multiplier,buy_cooldown_multiplier_scale,sell_cooldown_multiplier_scale,dead_zone_pct,max_open_notes
Goat Ledger,goat,0,0.00034167660998395214,7,40,4.553881800747947,1.8005170243065534,1.5926413144915803,0.07915552131260878,45
