trial,pnl,maxdd,pnl_dd,trades,position_pct,max_concurrent,buy_cooldown,volatility_gate,rsi_buy,take_profit,trailing_stop,stop_loss,sell_cooldown,time_in_market,time_flat,win_rate,avg_trade_ret,blocks_traded
0,3.642245724088639,0.016110414750133195,3.554228590233188,241,0.06359949021420037,1,12,0.8611934355709661,36,0.016919040167104604,0.010911567216908221,0.05715625798103982,7,0.16126543209876543,0.8387345679012346,0.49586776859504134,0.0004994624929119037,9
1,19.756290324028328,0.014546489866417156,19.325213308533616,320,0.04668272751028666,2,11,0.6807479672069601,38,0.012979876372466713,0.024848043547600167,0.07123851755836932,9,0.3131172839506173,0.6868827160493827,0.5521472392638037,0.0026609956453148825,9
2,33.1325906522145,0.02750192597278034,31.765775569109046,258,0.1046561485357468,1,11,0.6391719026321269,36,0.01060633472283654,0.00905183932083066,0.05580471853871574,6,0.11959876543209877,0.8804012345679012,0.5581395348837209,0.002446130486658475,9
3,26.556514141445405,0.00473827165317986,26.367766174199883,192,0.030694568430998298,1,9,0.8806724907493801,33,0.0252909815808027,0.01759367605324204,0.05031420320111295,8,0.204320987654321,0.795679012345679,0.5,0.008736628440003651,9
4,51.067641619074266,0.08558315619542678,44.5118466952483,649,0.0993637454441577,2,6,1.0204514079642937,45,0.021500225751595853,0.02734848153470748,0.04049681916026658,10,0.6154320987654321,0.38456790123456785,0.5075987841945289,0.001711920454143046,9
5,68.30343134439636,0.02007706736521009,66.24643245583168,467,0.062754596329611,2,15,0.9213625040985938,45,0.02269362032399876,0.007970278134600595,0.04198054410050123,14,0.47469135802469137,0.5253086419753086,0.5234042553191489,0.0045734953520796635,9
6,74.31189783825221,0.021169634083937572,71.95216431027409,358,0.06062750430479508,1,7,0.6402866224421728,45,0.03420566846118369,0.025206200427182086,0.05610902728432804,13,0.675,0.32499999999999996,0.4725274725274725,0.006582412013377714,9
7,8.923238922462588,0.0077027870439073665,8.820138208720136,119,0.036922544658417794,1,11,0.8139745686736553,30,0.034545143024644745,0.016592518064516323,0.05024002636274916,7,0.11496913580246913,0.8850308641975309,0.5245901639344263,0.003968402965617822,9
8,17.25648166069186,0.011300524328374917,16.963970724448654,213,0.045974475274713704,2,16,1.0420482337722676,36,0.008351468090752868,0.025137718536782247,0.03616332785577807,11,0.21188271604938272,0.7881172839506173,0.6261682242990654,0.003530907303232715,9
9,2.109958819666531,0.009449266729379957,2.080052474153976,286,0.022555094184969274,2,9,0.8982442792407075,36,0.017473541335144296,0.01922346972778606,0.0783746413924895,4,0.19521604938271606,0.8047839506172839,0.4930555555555556,0.0006780323762675346,9
