regime_id,label,price_slope,ma_bias,volatility,bb_width_avg,pct_inside_1std,avg_dd_depth
0,Transition,-0.0003129658459040898,0.30333157059756743,0.01070002378692616,0.06676562022774399,0.6564260112647209,0.0984822531414168
1,Bear,-0.00010833832536673998,0.4453055141579732,0.02491954273702046,0.13813261628848947,0.6439393939393939,0.1386870060326958
2,Bull,0.0004936031076040058,0.7138433515482696,0.010042644995316301,0.06343989960833345,0.6431878306878307,0.036603210757963765
