regime_id,size,intra_variance,dist_to_0,dist_to_1,dist_to_2
0,31,7.779287561439695,0.0,4.549795941295511,3.6736219874676386
1,11,23.174621346000198,4.549795941295511,0.0,5.231123106852559
2,18,7.247839895407299,3.6736219874676386,5.231123106852559,0.0
